;TypeVendeur;année;codepostal;cote_affinée;email;kilometrage;lien;modele;prix_neuf;prix_vente;telephone;telfromdesc;type
290;Pro Véhicules;2013;"Nanterre 92000
                ";8661;NA;49299;https://www.leboncoin.fr/voitures/1310686854.htm?ca=12_s;Zoe;23900;9980;A prendre plus tard;0184207324;zen
291;Pro Véhicules;2014;"Courbevoie 92400
                ";12331;NA;2759;https://www.leboncoin.fr/voitures/1128769008.htm?ca=12_s;Zoe;22600;9490;A prendre plus tard;0174704406;life
292;Pro Véhicules;2016;"Montreuil 93100
                ";13032;NA;6130;https://www.leboncoin.fr/voitures/1049170770.htm?ca=12_s;Zoe;24600;12990;A prendre plus tard;0170176498;intens
293;Pro Véhicules;2016;"Versailles 78000
                ";14729;NA;100;https://www.leboncoin.fr/voitures/1128769061.htm?ca=12_s;Zoe;23900;13900;A prendre plus tard;0184270396;zen
294;particulier;2017;"Arpajon 91290
                ";15483;NA;7400;https://www.leboncoin.fr/voitures/1310153601.htm?ca=12_s;Zoe;23900;16800;A prendre plus tard;NA;zen
295;Pro Véhicules;2014;"Nanterre 92000
                ";11185;NA;33853;https://www.leboncoin.fr/voitures/1309668385.htm?ca=12_s;Zoe;22600;9980;A prendre plus tard;0184207324;life
296;Pro Véhicules;2016;"Paris 75015
                ";14729;NA;100;https://www.leboncoin.fr/voitures/1170361076.htm?ca=12_s;Zoe;23900;10390;A prendre plus tard;0184030570;zen
297;Pro Véhicules;2016;"Paris 75015
                ";14729;NA;100;https://www.leboncoin.fr/voitures/1170361118.htm?ca=12_s;Zoe;23900;11690;A prendre plus tard;0184030570;zen
298;Pro Véhicules;2016;"Paris 75015
                ";14729;NA;100;https://www.leboncoin.fr/voitures/1170361094.htm?ca=12_s;Zoe;23900;11390;A prendre plus tard;0184030570;zen
299;Pro Véhicules;2014;"Versailles 78000
                ";11626;NA;27582;https://www.leboncoin.fr/voitures/1136394587.htm?ca=12_s;Zoe;22600;9600;A prendre plus tard;0175448151;life
300;Pro Véhicules;2014;"Courbevoie 92400
                ";9608;NA;15888;https://www.leboncoin.fr/voitures/1148864542.htm?ca=12_s;Zoe;24600;10990;A prendre plus tard;0174704406;intens
301;particulier;2017;"Périgny 94520
                ";15324;NA;17800;https://www.leboncoin.fr/voitures/1306769563.htm?ca=12_s;Zoe;23900;15000;A prendre plus tard;NA;NA
302;Pro Véhicules;2015;"Paris 75012
                ";9758;NA;19438;https://www.leboncoin.fr/voitures/1147612495.htm?ca=12_s;Zoe;22600;9500;A prendre plus tard;0182714652;life
303;Pro Véhicules;2013;"Courbevoie 92400
                ";9267;NA;8800;https://www.leboncoin.fr/voitures/1101078242.htm?ca=12_s;Zoe;22600;9490;A prendre plus tard;0174704406;life
304;Pro Véhicules;2016;"Paris 75015
                ";14729;NA;100;https://www.leboncoin.fr/voitures/1167828367.htm?ca=12_s;Zoe;23900;11690;A prendre plus tard;0184030570;zen
305;Pro Véhicules;2014;"Les Ulis 91940
                ";11313;NA;31872;https://www.leboncoin.fr/voitures/1171143468.htm?ca=12_s;Zoe;22600;9600;A prendre plus tard;0160926972;life
306;Pro Véhicules;2013;"Versailles 78000
                ";8401;NA;70102;https://www.leboncoin.fr/voitures/1303806454.htm?ca=12_s;Zoe;23900;9000;A prendre plus tard;0175448151;zen
307;Pro Véhicules;2014;"Montreuil 93100
                ";11359;NA;31425;https://www.leboncoin.fr/voitures/1178596024.htm?ca=12_s;Zoe;22600;9100;A prendre plus tard;0170176498;life
308;Pro Véhicules;2014;"Versailles 78000
                ";11295;NA;32203;https://www.leboncoin.fr/voitures/1303298657.htm?ca=12_s;Zoe;22600;9600;A prendre plus tard;0175448151;life
309;Pro Véhicules;2014;"Le Perreux-sur-Marne 94170
                ";10838;NA;14497;https://www.leboncoin.fr/voitures/1166590040.htm?ca=12_s;Zoe;23900;10990;A prendre plus tard;0143246174;NA
310;Pro Véhicules;2014;"Versailles 78000
                ";10682;NA;20359;https://www.leboncoin.fr/voitures/1303298374.htm?ca=12_s;Zoe;23900;10400;A prendre plus tard;0175448151;zen
311;Pro Véhicules;2016;"Chilly-Mazarin 91380
                ";14671;NA;5975;https://www.leboncoin.fr/voitures/1166018156.htm?ca=12_s;Zoe;23900;11990;A prendre plus tard;0175448166;zen
312;Pro Véhicules;2016;"Fresnes 94260
                ";14671;NA;5975;https://www.leboncoin.fr/voitures/1166018166.htm?ca=12_s;Zoe;23900;11990;A prendre plus tard;0175448164;zen
313;Pro Véhicules;2014;"Fresnes 94260
                ";12246;NA;12658;https://www.leboncoin.fr/voitures/1187231493.htm?ca=12_s;Zoe;22600;9490;A prendre plus tard;0175448164;life
314;Pro Véhicules;2014;"Chilly-Mazarin 91380
                ";12246;NA;12658;https://www.leboncoin.fr/voitures/1187231658.htm?ca=12_s;Zoe;22600;9490;A prendre plus tard;0175448166;life
315;Pro Véhicules;2016;"Paris 75008
                ";12912;NA;10000;https://www.leboncoin.fr/voitures/1120100372.htm?ca=12_s;Zoe;24600;14000;A prendre plus tard;0184030235;intens
316;Pro Véhicules;2015;"Paris 75008
                ";12034;NA;16134;https://www.leboncoin.fr/voitures/1164288784.htm?ca=12_s;Zoe;24600;11500;A prendre plus tard;0178455073;intens
317;Pro Véhicules;2014;"Chelles 77500
                ";9799;NA;36385;https://www.leboncoin.fr/voitures/1164238082.htm?ca=12_s;Zoe;23900;10100;A prendre plus tard;0677372750;zen
318;Pro Véhicules;2016;"Paris 75015
                ";14729;NA;100;https://www.leboncoin.fr/voitures/1186775046.htm?ca=12_s;Zoe;23900;11390;A prendre plus tard;0184030570;zen
319;Pro Véhicules;2014;"Paris 75012
                ";11999;NA;21264;https://www.leboncoin.fr/voitures/1154896368.htm?ca=12_s;Zoe;22600;8980;A prendre plus tard;0182714652;life
320;Pro Véhicules;2014;"Boulogne-Billancourt 92100
                ";11992;NA;21430;https://www.leboncoin.fr/voitures/1186340864.htm?ca=12_s;Zoe;22600;8690;A prendre plus tard;0174037256;life
321;Pro Véhicules;2015;"Boulogne-Billancourt 92100
                ";10323;NA;19157;https://www.leboncoin.fr/voitures/1186340768.htm?ca=12_s;Zoe;23900;10390;A prendre plus tard;0174037256;zen
322;Pro Véhicules;2014;"Chelles 77500
                ";11542;NA;28664;https://www.leboncoin.fr/voitures/1163364537.htm?ca=12_s;Zoe;22600;10600;A prendre plus tard;0677372750;life
323;particulier;2015;"Paris 75116
                ";12273;NA;6000;https://www.leboncoin.fr/voitures/1184849743.htm?ca=12_s;Zoe;24600;10990;A prendre plus tard;NA;intens
324;Pro Véhicules;2017;"Brie-Comte-Robert 77170
                ";15820;NA;1;https://www.leboncoin.fr/voitures/1183788805.htm?ca=12_s;Zoe;23900;16480;A prendre plus tard;0160625056;zen
325;Pro Véhicules;2014;"Pantin 93500
                ";9385;NA;23276;https://www.leboncoin.fr/voitures/1183337869.htm?ca=12_s;Zoe;24600;10590;A prendre plus tard;0174730257;intens
326;particulier;2015;"Saint-Soupplets 77165
                ";9601;NA;65000;https://www.leboncoin.fr/voitures/1183091992.htm?ca=12_s;Zoe;23900;10500;A prendre plus tard;NA;NA
327;Pro Véhicules;2014;"Noisiel 77186
                ";10205;NA;29306;https://www.leboncoin.fr/voitures/1182420995.htm?ca=12_s;Zoe;23900;10900;A prendre plus tard;0160059293;zen
328;Pro Véhicules;2016;"Pantin 93500
                ";14664;NA;6400;https://www.leboncoin.fr/voitures/1182361545.htm?ca=12_s;Zoe;23900;12999;A prendre plus tard;0183799581;zen
329;Pro Véhicules;2016;"Paris 75015
                ";14729;NA;100;https://www.leboncoin.fr/voitures/1138649404.htm?ca=12_s;Zoe;23900;11690;A prendre plus tard;0184030570;zen
330;Pro Véhicules;2014;"Persan 95340
                ";10688;NA;20205;https://www.leboncoin.fr/voitures/1180933261.htm?ca=12_s;Zoe;23900;10490;A prendre plus tard;0171025422;zen
331;Pro Véhicules;2016;"Chelles 77500
                ";11826;NA;1410;https://www.leboncoin.fr/voitures/1089980725.htm?ca=12_s;Zoe;22600;13990;A prendre plus tard;0677372750;life
332;Pro Véhicules;2016;"Paris 75008
                ";12569;NA;15000;https://www.leboncoin.fr/voitures/1159162168.htm?ca=12_s;Zoe;24600;14100;A prendre plus tard;0184030235;intens
333;Pro Véhicules;2014;"Marseille 13008
                ";9689;NA;9222;https://www.leboncoin.fr/voitures/1183787738.htm?ca=21_s;Zoe;24600;11490;A prendre plus tard;0422170199;intens
334;Pro Véhicules;2014;"Arles 13200
                ";11772;NA;25333;https://www.leboncoin.fr/voitures/1307026601.htm?ca=21_s;Zoe;22600;9490;A prendre plus tard;0490188023;life
335;Pro Véhicules;2016;"Vitrolles 13127
                ";11754;NA;7911;https://www.leboncoin.fr/voitures/1306026512.htm?ca=21_s;Zoe;22600;10990;A prendre plus tard;0805805802;life
336;Pro Véhicules;2015;"Carpentras 84200
                ";10138;NA;820;https://www.leboncoin.fr/voitures/1167913928.htm?ca=21_s;Zoe;22600;10700;A prendre plus tard;0675324710;life
337;Pro Véhicules;2015;"Cannes 06400
                ";12034;NA;16133;https://www.leboncoin.fr/voitures/1303278974.htm?ca=21_s;Zoe;24600;11590;A prendre plus tard;0481072130;intens
338;Pro Véhicules;2014;"Cannes 06400
                ";10338;NA;27158;https://www.leboncoin.fr/voitures/1303279043.htm?ca=21_s;Zoe;23900;9390;A prendre plus tard;0481072130;zen
339;Pro Véhicules;2014;"La Seyne-sur-Mer 83500
                ";9474;NA;51657;https://www.leboncoin.fr/voitures/1165215533.htm?ca=21_s;Zoe;23900;8900;A prendre plus tard;0494110548;zen
340;Pro Véhicules;2016;"Vitrolles 13127
                ";11754;NA;7911;https://www.leboncoin.fr/voitures/1186627191.htm?ca=21_s;Zoe;22600;10990;A prendre plus tard;0805805802;life
341;Pro Véhicules;2013;"Aubagne 13400
                ";8989;NA;41535;https://www.leboncoin.fr/voitures/1179055312.htm?ca=21_s;Zoe;23900;7500;A prendre plus tard;0422170191;zen
342;Pro Véhicules;2016;"Vitrolles 13127
                ";11800;NA;5500;https://www.leboncoin.fr/voitures/1183135194.htm?ca=21_s;Zoe;22600;11999;A prendre plus tard;06214945610;life
343;particulier;2013;"Ventabren 13122
                ";8035;NA;76000;https://www.leboncoin.fr/voitures/1183108008.htm?ca=21_s;Zoe;24600;7500;A prendre plus tard;NA;intens
344;Pro Véhicules;2013;"Salon-de-Provence 13300
                ";8486;NA;57314;https://www.leboncoin.fr/voitures/1182375223.htm?ca=21_s;Zoe;23900;7900;A prendre plus tard;0490421313;zen
345;particulier;2013;" 24430
                ";9237;NA;29500;https://www.leboncoin.fr/voitures/1305473373.htm?ca=2_s;Zoe;24600;8500;A prendre plus tard;NA;intens
346;Pro Véhicules;2015;"Mérignac 33700
                ";9671;NA;20942;https://www.leboncoin.fr/voitures/1120983863.htm?ca=2_s;Zoe;22600;9500;A prendre plus tard;0531081643;life
347;Pro Véhicules;2014;"Dax 40100
                ";8515;NA;42836;https://www.leboncoin.fr/voitures/1189408281.htm?ca=2_s;Zoe;24600;10590;A prendre plus tard;0558909010;intens
348;Pro Véhicules;2015;"Bruges 33520
                ";10110;NA;6791;https://www.leboncoin.fr/voitures/1073147421.htm?ca=2_s;Zoe;22600;9490;A prendre plus tard;0531081574;life
349;particulier;2015;"Bayonne 64100
                ";9234;NA;30000;https://www.leboncoin.fr/voitures/1186949629.htm?ca=2_s;Zoe;22600;14000;A prendre plus tard;NA;life
350;Pro Véhicules;2016;"Mont-de-Marsan 40000
                ";11804;NA;5145;https://www.leboncoin.fr/voitures/1184970315.htm?ca=2_s;Zoe;22600;12989;A prendre plus tard;0558464140;life
351;Pro Véhicules;2016;"Pessac 33600
                ";11830;NA;10;https://www.leboncoin.fr/voitures/1185361086.htm?ca=2_s;Zoe;22600;12990;A prendre plus tard;0531081450;life
352;Pro Véhicules;2016;"Bruges 33520
                ";11819;NA;3000;https://www.leboncoin.fr/voitures/1110866374.htm?ca=2_s;Zoe;22600;13500;A prendre plus tard;0516066011;life
353;Pro Véhicules;2015;"Bruges 33520
                ";9853;NA;17611;https://www.leboncoin.fr/voitures/1137265504.htm?ca=2_s;Zoe;22600;9500;A prendre plus tard;0531081574;life
354;particulier;2016;"Gujan-Mestras 33470
                ";11025;NA;32000;https://www.leboncoin.fr/voitures/1182673574.htm?ca=2_s;Zoe;22600;9500;A prendre plus tard;NA;life
355;particulier;2013;"Créon 33670
                ";8768;NA;46300;https://www.leboncoin.fr/voitures/1182279226.htm?ca=2_s;Zoe;23900;8200;A prendre plus tard;NA;NA
